,Date,DaySin,DayCos,Meal,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,MealNum,Item1Num,Item2Num,Item3Num,Item4Num,Item5Num,Item6Num,Item7Num,Item8Num
1001,22/04/23,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, THREE BEAN SALAD",VEGETABLE FLORENTINE (V),ARHAR DAL TADKA (V),KASHMIRI DUM ALOO (D),PEAS PULAO,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",FRUIT CUSTARD (D),1,71,165,202,112,11,1,6,20
1002,22/04/23,-0.974927912,-0.222520934,Snacks,COLESLAW SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,99,25,-1,-1,-1,-1,-1,-1
1003,22/04/23,-0.974927912,-0.222520934,Dinner,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN CURRRY (NV/N/D),KADHAI PANEER (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,1,127,7,26,2,1,7,-1
1004,23/04/23,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),BESAN CHILA (D),MINT SAUCE (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,104,103,0,3,0,0
1005,23/04/23,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),HARE KADDU KI SABZI (V),CURD (D),RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,15,36,88,27,29,7,6,-1
1006,23/04/23,-0.781831482,0.623489802,Snacks,FRUIT CAKE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,55,25,-1,-1,-1,-1,-1,-1
1007,23/04/23,-0.781831482,0.623489802,Dinner,"THAI CUCUMBER AND CARROT SALAD,MANGO TANG",VEGETABLE MANCHURIAN,STIR FRIED VEGETABLES IN HOT GARLIC SAUCE,GARLIC CHILLI  NOODLES,SCHEZWAN  FRIED RICE,-1,-1,STRAWBERRY ICE CREAM (D),3,238,186,163,36,22,-1,-1,17
1008,24/04/23,0,1,Breakfast,CHOCOS,BOILED EGG (E),"IDLI,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,188,0,0,3,0,0
1009,24/04/23,0,1,Lunch,"GREEN SALAD,NIMBU PANI",RARA CHICKEN  (NV/D),HOME STYLE MATAR PANEER (D),GREEN MOONG DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,219,200,73,41,2,1,6,-1
1010,24/04/23,0,1,Snacks,BHEL PURI (N),BANANA SHAKE (D),-1,-1,-1,-1,-1,-1,2,195,31,-1,-1,-1,-1,-1,-1
1011,24/04/23,0,1,Dinner,"GREEN SALAD , ALOO  CHANA CHAT",HOME STYLE MACRONI (V),BAIGAN MASALA (V),DAL MAHARANI(V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",ASSORTED ICE CREAM (D),3,239,37,145,114,2,1,8,57
1012,25/04/23,0.781831482,0.623489802,Breakfast,MUESLI,MASALA OMELLETE (E),MASALA DALIYA,TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, WATERMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,8,235,6,0,11,0,0
1013,25/04/23,0.781831482,0.623489802,Lunch,"GREEN SALAD,PLAIN CHACH (D)",KULCHA,MATAR (V),JEERA ALOO,STEAMED RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,1,214,201,241,115,14,1,7,-1
1014,25/04/23,0.781831482,0.623489802,Snacks,MAGGIE,TANG,-1,-1,-1,-1,-1,-1,2,126,10,-1,-1,-1,-1,-1,-1
1015,25/04/23,0.781831482,0.623489802,Dinner,"GREEN SALAD,PASTA SALAD (D)",VEGETABLE KORMA (V),SOYA KEEMA MATAR (V),YELLOW MOONG DAL TADKA (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",MANGO MOUSSE (D),3,97,104,185,42,1,1,8,58
1016,26/04/23,0.974927912,-0.222520934,Breakfast,CORNFLAKES,FRIED EGG (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,125,9,0,13,0,0
1017,26/04/23,0.974927912,-0.222520934,Lunch,"GREEN SALAD,PUDINA PANI",CHICKEN BIRYANI (NV/D),VEGTABLE PANEER BIRYANI (D),BLACK MASOOR DAL (V),MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,240,131,116,34,21,1,6,-1
1018,26/04/23,0.974927912,-0.222520934,Snacks,MUSHROOM TOAST (D),STRAWBERRY SHAKE,-1,-1,-1,-1,-1,-1,2,241,202,-1,-1,-1,-1,-1,-1
1019,26/04/23,0.974927912,-0.222520934,Dinner,"GREEN SALAD,THREE BEAN SALAD",PENNE PASTA IN MIX SAUCE (D),ALOO MATAR  (V),DAL BHUKARA (V),PEAS PULAO,TAWA ROTI,"ACHAR,JAGERRY",KULFI (D),3,54,183,222,116,11,1,8,46
1020,27/04/23,0.433883739,-0.900968868,Breakfast,CHOCOS,BOILED EGG (E),"VADA, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,190,0,0,3,0,0
1021,27/04/23,0.433883739,-0.900968868,Lunch,"GREEN SALAD,LACCHA ONION",PAO BHAJI,MASALA CHACH (D),ARHAR DAL TADKA (V),MASALA RICE,-1,"ACHAR,JAGGERY",-1,1,42,203,242,54,30,-1,7,-1
1022,27/04/23,0.433883739,-0.900968868,Snacks,DAHI TIKKI (D),KHATTA MEETHA PANI,-1,-1,-1,-1,-1,-1,2,242,64,-1,-1,-1,-1,-1,-1
1023,27/04/23,0.433883739,-0.900968868,Dinner,"GREEN SALAD,ALOO PEANUT CHAT (N)",MAC & CHEESE (D),VEG JALFREZI (V),DHABA DAL (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",CHOCOLATE TRUFFLE PUDDING (D),3,166,3,32,26,1,1,8,59
1024,28/04/23,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,EGG BHURJI (E),MIX PARATHA (D),CURD (D),"BREAD, BUTTER (D), JAM","BANANA,MUSKMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,4,243,27,0,43,0,0
1025,28/04/23,-0.433883739,-0.900968868,Lunch,"GREEN SALAD,SARBAT",HOMESTYLE MIX PASTA (V),ALOO PALAK (V),SINDHI KADHI (D),STEAMED RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,1,243,188,162,53,14,1,7,-1
1026,28/04/23,-0.433883739,-0.900968868,Snacks,SAMOSA,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,32,25,-1,-1,-1,-1,-1,-1
1027,28/04/23,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",VEGETABLE LASAGNE (D),ALOO BEANS  (V),CHANA DAL TADKA(V),VEG PULAO,TAWA ROTI,"ACHAR,JAGERRY",KALA JAMUN (D),3,75,144,44,117,6,1,8,5
1028,29/04/23,-0.974927912,-0.222520934,Breakfast,MUESLI,SCRAMBLED EGG (E),"UTTAPHAM,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, WATEMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,53,139,0,0,38,0,0
1029,29/04/23,-0.974927912,-0.222520934,Lunch,"GREEN SALAD, THANDAI",FUISSILI PASTA IN ARRABIATA SAUCE (D),SUBJ KOLHAPURI (V),DAL MAKHANI (D),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",SHAHI TUKDA (D),1,244,170,192,21,14,1,6,38
1030,29/04/23,-0.974927912,-0.222520934,Snacks,BROWNIE (D),COLD COFFEE,-1,-1,-1,-1,-1,-1,2,82,204,-1,-1,-1,-1,-1,-1
1031,29/04/23,-0.974927912,-0.222520934,Dinner,"GREEN SALAD,MASALA LACCHA ONION",BUTTER CHICKEN(NV/D),KADHAI PANEER (D),DAL PANCHMEL(V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",-1,3,1,134,7,85,2,1,8,-1
1032,30/04/23,-0.781831482,0.623489802,Breakfast,CORNFLAKES,BOILED EGG (E),HASHBROWN,BAKED BEANS (V),"BREAD, BUTTER (D), JAM","BANANA,MIX FRUIT","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,226,79,0,21,0,0
1033,30/04/23,-0.781831482,0.623489802,Lunch,"GREEN SALAD, SIRKA ONION",CHOLEY,KHATTA MEETHA PETHA (V),BOONDI RAITA (D),PLAIN RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,20,171,13,47,2,7,6,-1
1034,30/04/23,-0.781831482,0.623489802,Snacks,SPINACH & CORN SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,169,25,-1,-1,-1,-1,-1,-1
1035,30/04/23,-0.781831482,0.623489802,Dinner,"THAI CUCUMBER & CARROT SALAD,KIMCHI SALAD",VEG DUMPLING IN SWEET AND SOUR SAUCE (V),CANTONESE STYLE VEG IN BLACK BEAN SAUCE (V),SINGAPORIAN GARLIC NOODLES,VEG FRIED RICE,-1,-1,CHOCOLATE ICE CREAM (D),3,223,169,166,104,12,-1,-1,2
1036,01/05/23,0,1,Breakfast,CORNFLAKES,BOILED EGG (E),"IDLI,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,188,0,0,3,0,0
1037,01/05/23,0,1,Lunch,"GREEN SALAD,NIMBU PANI",CHICKEN KALI MIRCH (NV/D),HOME STYLE MATAR PANEER (D),GREEN MOONG DAL(V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,219,205,73,118,2,1,6,-1
1038,01/05/23,0,1,Snacks,NUGGETS,BANANA SHAKE,-1,-1,-1,-1,-1,-1,2,161,78,-1,-1,-1,-1,-1,-1
1039,01/05/23,0,1,Dinner,"GREEN SALAD ,CHANA CHAT",LAUKI MASALA (V),SOYA KEEMA MATAR (V),RED MALKA DAL(V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",GULAB GULKAND KI KHEER (D),3,222,206,185,119,2,1,8,29
1040,02/05/23,0.781831482,0.623489802,Breakfast,MUESLI,MASALA OMELLETE (E),VERMECILLI UPMA,TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, WATERMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,8,203,6,0,11,0,0
1041,02/05/23,0.781831482,0.623489802,Lunch,"GREEN SALAD,MEXICAN SALAD",HING DHANIYE KE CHATPATE ALOO (V),KALE CHANE (V),PLAIN LASSI (D),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,1,156,187,36,120,1,1,7,-1
1042,02/05/23,0.781831482,0.623489802,Snacks,SAMOSA,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,32,25,-1,-1,-1,-1,-1,-1
1043,02/05/23,0.781831482,0.623489802,Dinner,"GREEN SALAD,SPROUT SALAD (D)",HOME STYLE MACRONI (V),MIX VEG (V),YELLOW MOONG DAL TADKA(V),JEERA RICE,TAWA ROTI,"ACHAR,JAGERRY",BUTTER SCOTCH ICE CREAM (D),3,245,37,124,121,1,1,8,60
1044,03/05/23,0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),"VADA, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUIT","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,190,0,0,25,0,0
1045,03/05/23,0.974927912,-0.222520934,Lunch,"GREEN SALAD,LACCHA ONION",CHICKEN BIRYANI (NV/D),VEGTABLE PANEER BIRYANI (D),HYDERABADI DAL (V),MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,42,131,116,86,21,1,6,-1
1046,03/05/23,0.974927912,-0.222520934,Snacks,CORN MASALA,NIMBU PANI,-1,-1,-1,-1,-1,-1,2,246,2,-1,-1,-1,-1,-1,-1
1047,03/05/23,0.974927912,-0.222520934,Dinner,"GREEN SALAD,THREE BEAN SALAD",DIWANI HANDI (D),KASHMIRI DUM ALOO  (D),DAL BHUKARA (V),PEAS PULAO,TAWA ROTI,"ACHAR,JAGERRY",DEATH BY CHOCOLATE (D),3,54,207,244,116,11,1,8,61
1048,04/05/23,0.433883739,-0.900968868,Breakfast,CORNFLAKES,FRIED EGG (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,MUSKMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,125,9,0,43,0,0
1049,04/05/23,0.433883739,-0.900968868,Lunch,"GREEN SALAD , MEDITERRANEAN SALAD",ALOO CAPSICUM (V),RAJMA MASALA (V),CURD (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,185,93,86,27,1,1,6,-1
1050,04/05/23,0.433883739,-0.900968868,Snacks,KHASTA KACHORI BHAJI,TEA (D)  COFFEE (D),-1,-1,-1,-1,-1,-1,2,247,59,-1,-1,-1,-1,-1,-1
1051,04/05/23,0.433883739,-0.900968868,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",PENNE PASTA IN MIX SAUCE (D),MASALA BAIGAN (V),DHABA DAL (V),TOMATO RICE,TAWA ROTI,"ACHAR,JAGERRY",FRUIT CUSTARD (D),3,75,183,230,26,7,1,8,20
1052,05/05/23,-0.433883739,-0.900968868,Breakfast,MUESLI,EGG BHURJI (E),MIX PARATHA (D),CURD (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,243,27,0,3,0,0
1053,05/05/23,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, BUTTER MILK",FUISSILI PASTA IN ARRABIATA SAUCE (D),MUSHROOM MATTER MASALA (D),CHANA DAL MASALA (V),STEAMED RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",SHAHI TUKDA (D),1,248,170,245,122,14,1,6,38
1054,05/05/23,-0.433883739,-0.900968868,Snacks,FRENCH FRIES,MANGO SHAKE (D),-1,-1,-1,-1,-1,-1,2,116,208,-1,-1,-1,-1,-1,-1
1055,05/05/23,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,ALOO PEANUT CHAT (N)",VEG KOFTA IN PALAK GRAVY (V),VEG JALFREZI (V),DAL MAKHANI (D),VEG PULAO,TAWA ROTI,"ACHAR,JAGERRY",-1,3,166,209,32,21,6,1,8,-1
1056,06/05/23,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI (E),"UTTAPHAM,SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, WATEMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,4,139,0,0,38,0,0
1057,06/05/23,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,NIMBU PANI",HOMESTYLE MIX PASTA (V),ARHAR DAL TADKA (V),MALAI KOFTA (D),STEAMED RICE,TAWA ROTI,"ACHAR,JAGGERY",KALA JAMUN (D),1,219,188,202,123,14,1,7,5
1058,06/05/23,-0.974927912,-0.222520934,Snacks,STUFFED KULCHA (D),TANG,-1,-1,-1,-1,-1,-1,2,120,10,-1,-1,-1,-1,-1,-1
1059,06/05/23,-0.974927912,-0.222520934,Dinner,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN CHETTINAD (NV/D),PANEER MAKHANI (D),DAL PANCHMEL(V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGERRY",-1,3,1,129,62,85,2,1,8,-1
1060,07/05/23,-0.781831482,0.623489802,Breakfast,CORNFLAKES,BOILED EGG (E),MOONG DAL CHILA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,133,9,0,3,0,0
1061,07/05/23,-0.781831482,0.623489802,Lunch,"GREEN SALAD, SIRKA ONION",CHOLEY,KHATTA MEETHA PETHA (V),BOONDI RAITA (D),PLAIN RICE,POORI,"ACHAR, PAPAD,JAGGERY",-1,1,20,171,13,47,2,7,6,-1
1062,07/05/23,-0.781831482,0.623489802,Snacks,SPINACH & CORN SANDWICH (D),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,169,14,-1,-1,-1,-1,-1,-1
1063,07/05/23,-0.781831482,0.623489802,Dinner,"THAI CUCUMBER & CARROT SALAD,KIMCHI SALAD",SOYA CHILLY (V),CANTONESE STYLE VEG IN BLACK BEAN SAUCE (V),SINGAPORIAN GARLIC NOODLES,VEG FRIED RICE,-1,-1,ICE CREAM (D),3,223,210,166,104,12,-1,-1,52
1064,08/05/23,0,1,Breakfast,CORNFLAKES,FRIED EGG (E),VEG PEANUT POHA (N),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,125,9,0,6,0,0
1065,08/05/23,0,1,Lunch,"GREEN SALAD,JALJEERA",BHUNA CHICKEN (NV/N/D),PANEER METHI MALAI (D),BLACK MASOOR DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,229,211,39,34,2,1,6,-1
1066,08/05/23,0,1,Snacks,ALOO CHEESE SANDWICH (D),BANANA SHAKE (D),-1,-1,-1,-1,-1,-1,2,249,31,-1,-1,-1,-1,-1,-1
1067,08/05/23,0,1,Dinner,"GREEN SALAD, PASTA SALAD (D)",SUBZ MAKHANI (D),SOYA  MATAR  (V),YELLOW MOONG DAL TADKA (V),MASALA RICE,TAWA ROTI,"ACHAR,JAGGERY",ICE CREAM (D),3,107,212,228,42,30,1,7,52
1068,09/05/23,0.781831482,0.623489802,Breakfast,MUESLI,MASALA OMELLETE (E),SUJI UPMA (V&N),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,WATERMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,8,206,6,0,40,0,0
1069,09/05/23,0.781831482,0.623489802,Lunch,"GREEN SALAD ,NIMBU PANI",MASALA KHICHIDI,JEERA ALOO (V),CURD (D),-1,TAWA ROTI,"ACHAR,JAGERRY",KULFI (D),1,232,67,143,27,-1,1,8,46
1070,09/05/23,0.781831482,0.623489802,Snacks,"PAO,BHAJI (D)",TANG,-1,-1,-1,-1,-1,-1,2,224,10,-1,-1,-1,-1,-1,-1
1071,09/05/23,0.781831482,0.623489802,Dinner,"GREEN SALAD,SPROUT SALAD",PENNE PASTA ALFREDO (D),ACHARI BAIGAN (V),DAL BUKHARA (V),ONION RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,89,213,117,31,4,1,7,-1
1072,10/05/23,0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),MASALA DALIYA,TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,MUSKMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,235,6,0,43,0,0
1073,10/05/23,0.974927912,-0.222520934,Lunch,"GREEN SALAD,MINT LACCHA ONION",CHICKEN BIRYANI (NV/D),VEGTABLE PANEER BIRYANI (D),HYDERABADI DAL (V),MIX RAITA (D),TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,112,131,116,86,21,1,6,-1
1074,10/05/23,0.974927912,-0.222520934,Snacks,SMILEY,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,84,25,-1,-1,-1,-1,-1,-1
1075,10/05/23,0.974927912,-0.222520934,Dinner,"GREEN SALAD,AMERICAN CORN SALAD",MAC & CHEESE (D),ALOO MATAR (V),RED MALKA  DAL (V),PEAS PULAO,TAWA ROTI,"ACHAR,JAGGERY",BALUSAI(D),3,75,3,246,87,11,1,7,62
1076,11/05/23,0.433883739,-0.900968868,Breakfast,MUESLI,FRIED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,WATEREMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,16,55,6,0,39,0,0
1077,11/05/23,0.433883739,-0.900968868,Lunch,"GREEN SALAD,MEDITERRANEAN SALAD",FUISSILI PASTA IN POMODORO SAUCE (D),ALOO BEANS  (V),KADHI PAKODA (D),STEAM RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",-1,1,87,162,44,69,16,1,6,-1
1078,11/05/23,0.433883739,-0.900968868,Snacks,"MATAR,KULCHA",KHATTA MEETHA PANI,-1,-1,-1,-1,-1,-1,2,228,64,-1,-1,-1,-1,-1,-1
1079,11/05/23,0.433883739,-0.900968868,Dinner,"GREEN SALAD,ALOO PEANUT CHAT(N)",TINDA MASALA (V),BLACK MASOOR DAL (V),MALAI KOFTA CURRY (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",COCONUT BURFI (D),3,250,214,247,44,1,1,6,31
1080,12/05/23,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG (E),TIKONA PARATHA,ALOO BHAJI (D),"BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,248,23,0,3,0,0
1081,12/05/23,-0.433883739,-0.900968868,Lunch,"GREEN SALAD,PUDINA PANI",HOMESTYLE MACRONI (D),MIX VEG (V),DAL MAKHANI (D),STEAM RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",JALEBI,1,240,105,124,21,16,1,6,63
1082,12/05/23,-0.433883739,-0.900968868,Snacks,MAGGIE,COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,126,14,-1,-1,-1,-1,-1,-1
1083,12/05/23,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,GERMAN MUSTARD POTATO SALAD (D)",VEGETABLE CORN LASAGNE (D),LAUKI CHANA MASALA  (V),DAL BALTIC (V),JEERA RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,94,86,161,99,1,1,7,-1
1084,13/05/23,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI(E),HASHBROWN (D),BAKED BEANS (V),"BREAD, BUTTER (D), JAM","BANANA,WATERMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,51,201,79,0,40,0,0
1085,13/05/23,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,GREEK SALAD",KASHMIRI DUM ALOO (D),RAJMA (V),CHACH (D),STEAM RICE,TAWA ROTI,"ACHAR, PAPAD,JAGGERY",BESAN LADOO,1,251,215,227,124,16,1,6,64
1086,13/05/23,-0.974927912,-0.222520934,Snacks,BUN MASKA (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,252,25,-1,-1,-1,-1,-1,-1
1087,13/05/23,-0.974927912,-0.222520934,Dinner,"GREEN SALAD,SIRKA ONION",CHICKEN CURRRY (NV/N/D),PANEER DO PYAZA  (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",-1,3,184,127,249,26,2,1,7,-1
1088,14/05/23,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),BESAN CHILA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,MUSKMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,104,9,0,43,0,0
1089,14/05/23,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),KHATTA MEETHA PETHA (V),MASALA CHACH (D),STEAM RICE,BHATURE,"ACHAR, PAPAD,JAGGERY",-1,1,15,36,13,35,16,44,6,-1
1090,14/05/23,-0.781831482,0.623489802,Snacks,BANANA CAKE,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,200,25,-1,-1,-1,-1,-1,-1
1091,14/05/23,-0.781831482,0.623489802,Dinner,"GREEN SALAD,CHANA CHAT",PALAK CORN BHAJIA (V),SOYA CHAP MASALA  (V),GREEN MOONG DAL,PLAIN RICE,TAWA ROTI,"ACHAR,JAGGERY",CHOCOLATE ICE CREAM(D),3,213,216,232,48,2,1,7,65
1092,15/05/23,0,1,Breakfast,CORNFLAKES,FRIED EGG (E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,55,6,0,6,0,0
1093,15/05/23,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",CHICKEN DO PYAZA (NV/N/D),MATAR PANEER (D),BLACK MASOOR DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,37,160,17,34,2,1,1,-1
1094,15/05/23,0,1,Snacks,SAMOSA,TANG,-1,-1,-1,-1,-1,-1,2,32,10,-1,-1,-1,-1,-1,-1
1095,15/05/23,0,1,Dinner,"GREEN SALAD ,HAWAIIAN SALAD (D)",HOME STYLE MACRONI (V),TORAI MASALA (V),RED MALKA DAL (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",PAN ICE CREAM (D),3,253,37,250,29,2,1,1,56
1096,16/05/23,0.781831482,0.623489802,Breakfast,MUESLI,BOILED EGG (E),MASALA DALIYA,TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,MUSKMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,235,6,0,43,0,0
1097,16/05/23,0.781831482,0.623489802,Lunch,"GREEN SALAD ,MASALA CHACH (D)",ALOO MATAR (V),KARELA DO PYAZA  (V),HYDERABADI DAL (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,254,61,251,86,1,1,1,-1
1098,16/05/23,0.781831482,0.623489802,Snacks,STUFFED KULCHA (D),NIMBU PANI,-1,-1,-1,-1,-1,-1,2,120,2,-1,-1,-1,-1,-1,-1
1099,16/05/23,0.781831482,0.623489802,Dinner,"GREEN SALAD,ALOO PEANUT CHAT (N)",SOYA  CHAP MASALA (D),TAWA SUBZ (V),DAL PANCHMEL (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",GULAB GULKAND KI KHEER (D),3,166,217,238,22,1,1,1,29
