,Date,DaySin,DayCos,Meal,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,MealNum,Item1Num,Item2Num,Item3Num,Item4Num,Item5Num,Item6Num,Item7Num,Item8Num
0,08/08/22,0,1,Breakfast,CORNFLAKES,BOILED EGG (E &D),"UTTAPAM , SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PEARS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,0,0,0,0,0,0,0
1,08/08/22,0,1,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN DAHI WALA (N&P&D),PALAK PANEER (D),YELLOW MOONG DAL (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,1,1,1,1,1,1,1,-1
2,08/08/22,0,1,Snacks,CHILLI GARLIC POPCORN (V),NIMBU PANI,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1
3,08/08/22,0,1,Dinner,"GREEN SALAD , BEETROOT SEASME SALAD",MAC & CHEESE (D),LAUKI CHANA MASALA,DAL TADKA,PLAIN RICE,"TAWA ROTI,GARLIC BREAD",ACHAR,TIRAMISU (D),3,3,3,2,2,2,2,2,1
4,09/08/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),BANANA PANCAKE (D),"HONEY,CHOCOLATE SYRUP","BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,3,3,0,3,0,0
5,09/08/22,0.781831482,0.623489802,Lunch,"GREEN SALAD,SHARBAT",KARELA MASALA (V),SOYA CHAAP CURRY (D),DAL BHUKARA (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",CHOCOLATE ICE CREAM (D),1,5,5,4,4,1,1,1,2
6,09/08/22,0.781831482,0.623489802,Snacks,VEG BURGER (D),STRAWBERRY SHAKE (D),-1,-1,-1,-1,-1,-1,2,6,6,-1,-1,-1,-1,-1,-1
7,09/08/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, MASALA LACCHA ONION",ACHARI ALOO,RED MALKA  DAL,MIX RAITA (D),SOYA BIRYANI,TAWA ROTI,ACHAR,-1,3,7,7,5,5,3,1,2,-1
8,10/08/22,0.974927912,-0.222520934,Breakfast,CHOCOS,MASALA OMELLETE (E),VERMICILLI UPMA,TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,8,6,6,0,4,0,0
9,10/08/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD, LACCHA ONION",BUTTER CHICKEN (N&P),KADHAI PANEER (D),RAJASTHANI DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,9,9,7,7,2,1,1,-1
10,10/08/22,0.974927912,-0.222520934,Snacks,FRUIT CAKE (D),TANG,-1,-1,-1,-1,-1,-1,2,10,10,-1,-1,-1,-1,-1,-1
11,10/08/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, AMERICAN CORN SALAD",PALAK CORN (V),VEG KORMA (D),DHABA DAL,PLAIN RICE,TAWA ROTI,ACHAR,VANILA ICE CREAM (D),3,11,11,8,8,2,1,2,3
12,11/08/22,0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG(E),BESAN CHILLA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, PEARS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,12,9,9,0,5,0,0
13,11/08/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, NIMBU PANI",PENNE ARRABIATA (D),BHINDI MASALA (V),BLACK MALKA DAL (V),ONION RICE,"TAWA ROTI,GARLIC BREAD","ACHAR ,PAPAD",COFFEE MOUSSE (D),1,12,13,10,10,4,2,3,4
14,11/08/22,0.433883739,-0.900968868,Snacks,VEG NUGGETS,COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,13,14,-1,-1,-1,-1,-1,-1
15,11/08/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD, ALOO KI CHAT",VEG AUGRATIN (D),KADHAI VEGETABLE (V),DAL BALTIC,JEERA RICE,"TAWA ROTI,GARLIC BREAD",ACHAR,-1,3,14,15,11,11,1,2,2,-1
16,12/08/22,-0.433883739,-0.900968868,Breakfast,MUESLI,FRIED EGG (E),KULCHA,MATAR(V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,16,12,12,0,6,0,0
17,12/08/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY,KHATTA MEETHA PETHA (V),-,PLAIN RICE/ BUTTER MILK,POORI,"ACHAR, PAPAD",-1,1,15,17,13,13,5,7,1,-1
18,12/08/22,-0.433883739,-0.900968868,Snacks,DAHI BHALLA (D),KHATTA METHA PANI,-1,-1,-1,-1,-1,-1,2,16,18,-1,-1,-1,-1,-1,-1
19,12/08/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD,BEETROOT&CARROT SALAD",VEG LASAGNE (V&D),NADRU KOFTA CURRY (V&P),DAL PANCHMEL,VEG PULAO,"TAWA ROTI,GARLIC BREAD",ACHAR,KALA JAMUN (D),3,17,19,14,14,6,2,2,5
20,13/08/22,-0.974927912,-0.222520934,Breakfast,CORNFLAKES,CHEESE OMELLETE (E),VEG PEANUT POHA (P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,20,15,6,0,8,0,0
21,13/08/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,AAM PANNA",SOYAKEEMA MATAR (V),TOORAI MASALA (V),RAJMA MASALA (V),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",COCONUT LADOO (D),1,18,21,16,15,1,1,1,6
22,13/08/22,-0.974927912,-0.222520934,Snacks,MASALA CORN,CHOCOLATE SHAKE (D),-1,-1,-1,-1,-1,-1,2,19,22,-1,-1,-1,-1,-1,-1
23,13/08/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN DO PYAZA (N&P&D),MATAR PANEER (D),DAL FRY,PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,23,17,16,2,1,2,-1
24,14/08/22,-0.781831482,0.623489802,Breakfast,CHOCOS,BOILED EGG(E),PAO,BHAJI (V),"BREAD, BUTTER (D), JAM","BANANA,MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,12,18,17,0,9,0,0
25,14/08/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, THANDA JALJERRA",ALOO MANGODI  KI SUBZI,MIX VEGETABLE(V),DAL MAKHANI(D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,21,24,19,18,2,1,1,-1
26,14/08/22,-0.781831482,0.623489802,Snacks,BHEL PURI,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,22,25,-1,-1,-1,-1,-1,-1
27,14/08/22,-0.781831482,0.623489802,Dinner,"GREEN SALAD, PACHARI SALAD (D&P)",VEG AVIAL (D),VEG PORIYAL (V),SAMBHAR,TOMATO RICE,IDLI (V),COCONUT CHUTNEY (V),PAYASAM (D),3,23,26,20,19,7,10,4,7
28,15/08/22,0,1,Breakfast,CORNFLAKES,BOILED EGG (E),VEG PEANUT POHA (P),TOMATO CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA, WATERMELON","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,27,15,20,0,11,0,0
29,15/08/22,0,1,Lunch,"GREEN SALAD,LEMON WATER",CREAM CHICKEN (N&P&D),PANEER NEILGIRI (D),DAL MAKHANI (D),TIRANGA PULAO,TAWA ROTI,"ACHAR, PAPAD",TIRANGA BARFI (D),1,24,28,21,21,8,1,1,8
30,15/08/22,0,1,Snacks,MINT SANDWICH ( D),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,25,14,-1,-1,-1,-1,-1,-1
31,15/08/22,0,1,Dinner,"GREEN SALAD , THREE BEAN SALAD",LAUKI VADI (V),CAPSICUM ALOO (V),DAL PANCHMEL (V),PLAIN RICE,"TAWA ROTI, GARLIC BREAD",ACHAR,-1,3,26,29,22,22,2,12,2,-1
32,16/08/22,0.781831482,0.623489802,Breakfast,CHOCOS,EGG BHURJI (E),PLAIN PARATHA (V),ALOO BHAJI (D),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,4,23,23,0,6,0,0
33,16/08/22,0.781831482,0.623489802,Lunch,"GREEN SALAD,SHARBAT",MASALA KHICHIDI (V),HING DHANIYE KE CHAPATE ALOO(V),-,CURD (D),TAWA ROTI,"ACHAR, PAPAD",PHIRNEE (D),1,5,30,24,13,9,1,1,9
34,16/08/22,0.781831482,0.623489802,Snacks,BHEL PURI (V),BANANA SHAKE (D),-1,-1,-1,-1,-1,-1,2,27,31,-1,-1,-1,-1,-1,-1
35,16/08/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, ALOO PEANUT CHAT",GAJAR MATAR (V),BESAN GATTA CURRY  (D),DAL TADKA (V),JEERA RICE,"TAWA ROTI,GARLIC BREAD",ACHAR,-1,3,28,32,25,24,1,2,2,-1
36,17/08/22,0.974927912,-0.222520934,Breakfast,MUESLI,MASALA OMELLETE (E),"IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,8,26,0,0,8,0,0
37,17/08/22,0.974927912,-0.222520934,Lunch,"KACHUMBER SALAD, LACCHA ONION",CHICKEN BIRYANI (N&D),PANEER AND VEG BIRYANI (D),BURANI RAITA (D),MIRCHI KA SALAN (D&P),TAWA ROTI,"ACHAR, PAPAD",-1,1,29,33,27,25,10,1,1,-1
38,17/08/22,0.974927912,-0.222520934,Snacks,PAPDI CHAAT (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,30,25,-1,-1,-1,-1,-1,-1
39,17/08/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, AMERICAN CORN SALAD",FUISSILI PASTA IN PINK SAUCE (D),LATPATE ALOO (D),DHABA DAL (V),ONION RICE,TAWA ROTI,ACHAR,COCONUT LADDO (D),3,11,34,28,26,4,1,2,10
40,18/08/22,0.433883739,-0.900968868,Breakfast,CORNFLAKES,BOILED EGG(E),STUFFED PARATHA (V),CURD (D),"BREAD, BUTTER (D), JAM","BANANA, PEARS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,12,29,27,0,5,0,0
41,18/08/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, NIMBU PANI",MAC & CHEESE (D),TOORAI MASALA (V),KADHI PAKODA(D),PLAIN RICE,"TAWA ROTI,GARLIC BREAD","ACHAR ,PAPAD",-1,1,12,3,16,28,2,2,3,-1
42,18/08/22,0.433883739,-0.900968868,Snacks,VEG BURGER (D),TANG,-1,-1,-1,-1,-1,-1,2,6,10,-1,-1,-1,-1,-1,-1
43,18/08/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,CARROT & BEETROOT SALAD",PALAK CORN(V),SOYAKEEMA MATAR  (V),RED MALKA DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,CHOCOLATE FUDGE CAKE (D),3,31,35,30,29,2,1,2,11
44,19/08/22,-0.433883739,-0.900968868,Breakfast,MUESLI,FRIED EGG (E),MOONG DAL CHILA,MINT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,16,31,30,0,13,0,0
45,19/08/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),KHATTA MEETHA PETHA (V),CURD (D),PEAS PULAO,TAWA ROTI,"ACHAR, PAPAD",MOONG DAL HALWA (D),1,15,36,13,27,11,1,1,12
46,19/08/22,-0.433883739,-0.900968868,Snacks,SAMOSA,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,32,25,-1,-1,-1,-1,-1,-1
47,19/08/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, CHANA CHAT SALAD",HOME STYLE MACRONI (V),VEG JALFREZI (V),DAL BUKHARA (V),JEERA RICE,"TAWA ROTI, GARLIC BREAD",ACHAR,-1,3,33,37,32,31,1,12,2,-1
48,20/08/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG(E),HASH BROWN POTATO(D),BAKED BEANS(V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,12,33,32,0,6,0,0
49,20/08/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,AAM PANNA",PENNE SICILIANA (D),KATHAL KI SABZI (V),RAJMA MASALA (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",SEWAI PAYASAM (D),1,18,38,34,33,1,1,1,13
50,20/08/22,-0.974927912,-0.222520934,Snacks,VEG CLUB SANDWICH (D),LEMON WATER,-1,-1,-1,-1,-1,-1,2,34,39,-1,-1,-1,-1,-1,-1
51,20/08/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",CHICKEN MASALA (N&D&P),KADHAI PANEER (D),BLACK MASOOR DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,40,7,34,2,1,2,-1
52,21/08/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,EGG BHURJI (E),VERMECILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PEARS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,4,35,6,0,0,0,0
53,21/08/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, THANDA JALJERRA",ALOO  TAMATAR  KI SABZI (V),KALE CHANE (V),MASALA CHACH (D),PLAIN RICE,POORI,"ACHAR, PAPAD",-1,1,21,41,36,35,2,7,1,-1
54,21/08/22,-0.781831482,0.623489802,Snacks,FRIES (V),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,35,25,-1,-1,-1,-1,-1,-1
55,21/08/22,-0.781831482,0.623489802,Dinner,THAI PAPAYA SALAD (P),HONEY CHILLI POTATO (V),CANTONESE STYLE VEG IN SESAME SAUCE (V),GARLIC CHILLI  NOODLES,VEG FRIED RICE,-1,-1,PAAN ICE CREAM (D),3,36,42,37,36,12,-1,-1,14
56,22/08/22,0,1,Breakfast,CHOCOS,BOILED EGG (E),TIKONA PARTHA,ALOO BHAJI,"BREAD, BUTTER (D), JAM","BANANA, SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,38,37,0,8,0,0
57,22/08/22,0,1,Lunch,"GREEN SALAD, MASALA LACHHA ONION",BUTTER CHICKEN (N&P&D),PANEER METHI MALAI (D),YELLOW DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,37,43,39,38,2,1,1,-1
58,22/08/22,0,1,Snacks,MASALA CORN (V),COLD COFFEE (D),-1,-1,-1,-1,-1,-1,2,38,14,-1,-1,-1,-1,-1,-1
59,22/08/22,0,1,Dinner,"GREEN SALAD, ALOO PEANUT CHAT(P)",BAKED VEGETABLES (D),SOYAKEEMA MASALA (V),RAJASTHANI DAL (V),VEGETABLE PULAO,"TAWA ROTI,GARLIC BREAD",ACHAR,ATTA LADOO (D),3,39,44,40,39,13,2,2,15
60,23/08/22,0.781831482,0.623489802,Breakfast,MUESLI,FRIED EGG(E),PAO (V),BHAJI,"BREAD, BUTTER (D), JAM","BANANA,PEARS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,45,41,40,0,0,0,0
61,23/08/22,0.781831482,0.623489802,Lunch,"GREEN SALAD , THREE BEAN SALAD",LAUKI CHANA MASALA (V),CAPSICUM ALOO (V),DAL PANCHMEL (V),JEERA RICE,"TAWA ROTI, GARLIC BREAD",ACHAR,CHOCOLATE ICE CREAM (D),1,26,46,22,22,1,12,2,2
62,23/08/22,0.781831482,0.623489802,Snacks,MARBLE CAKE,BANANA SHAKE (D),-1,-1,-1,-1,-1,-1,2,40,31,-1,-1,-1,-1,-1,-1
63,23/08/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, KACHUMBER SALAD",ALOO MATAR TAMATAR  (V),SOYA CHAP MASALA (D),GREEN MOONG DAL (V),JEERA RICE,"TAWA ROTI,GARLIC BREAD",ACHAR,-1,3,41,47,42,41,1,2,2,-1
64,24/08/22,0.974927912,-0.222520934,Breakfast,CORNFLAKES,MASALA OMELLETE (E),VEG PEANUT POHA (P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,8,15,6,0,8,0,0
65,24/08/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD,LACCHA ONION",KADHAI CHICKEN (N&P&D),PALAK PANEER (D),YELLOW MOONG DAL TADKA (V),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,42,48,1,42,2,1,1,-1
66,24/08/22,0.974927912,-0.222520934,Snacks,PAPDI CHAAT (D),NIMBU PANI,-1,-1,-1,-1,-1,-1,2,30,2,-1,-1,-1,-1,-1,-1
67,24/08/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD, BEETROOT CARROT SALAD",SPINACH CORN LASAGNE (D),VEG KOFTA CURRY (P&D),BLACK MASOOR DAL (V),ONION RICE,"TAWA ROTI,GARLIC BREAD",ACHAR,SAHI TUKDA (D),3,43,49,43,34,4,2,2,16
68,25/08/22,0.433883739,-0.900968868,Breakfast,MUESLI,BOILED EGG (E),"IDLI, SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, MIX FRUITS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,27,26,0,0,13,0,0
69,25/08/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, NIMBU PANI",FUISSILI PASTA IN PINK SAUCE (D),ALOO BEANS  (V),SINDHI KADI (D),PLAIN RICE,"TAWA ROTI,GARLIC BREAD","ACHAR ,PAPAD",-1,1,12,34,44,43,2,2,3,-1
70,25/08/22,0.433883739,-0.900968868,Snacks,MIX PAKODA (V),TANG,-1,-1,-1,-1,-1,-1,2,44,10,-1,-1,-1,-1,-1,-1
71,25/08/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD,RUSIAN SALAD",VEG AUGRATIN (D),KARELA DO PYAZA (V),RED MALKA DAL (V),PLAIN RICE,"TAWA ROTI,GARLIC BREAD","ACHAR, PAPAD",CHOCOLATE FUDGE CAKE (D),3,45,15,45,29,2,2,1,11
72,26/08/22,-0.433883739,-0.900968868,Breakfast,CORNFLAKES,FRIED EGG (E),SUJI UPMA (V&P),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,16,46,6,0,6,0,0
73,26/08/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, LACCHA ONION SALAD",METHI ALOO (V),DAL MAKHANI (D),MALAI KOFTA CURRY (D),PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",KALA JAMUN (D),1,15,50,47,44,2,1,1,5
74,26/08/22,-0.433883739,-0.900968868,Snacks,VEG PUFF,"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,46,25,-1,-1,-1,-1,-1,-1
75,26/08/22,-0.433883739,-0.900968868,Dinner,"GREEN SALAD, CHANA CHAT SALAD",PALAK CORN (V),BAINGAN MASALA (V),DAL MAKHANI (D),JEERA RICE,TAWA ROTI,ACHAR,-1,3,33,11,48,21,1,1,2,-1
76,27/08/22,-0.974927912,-0.222520934,Breakfast,CHOCOS,EGG BHURJI(E),HASH BROWN POTATO(D),BAKED BEANS(V),"BREAD, BUTTER (D), JAM","BANANA, PEARS","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,51,33,32,0,5,0,0
77,27/08/22,-0.974927912,-0.222520934,Lunch,"GREEN SALAD,SHARBAT",PENNE SICILIANA (D),MIX VEG (D),RAJMA MASALA (D),JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",SEWAI PAYASAM (D),1,5,38,49,33,1,1,1,13
78,27/08/22,-0.974927912,-0.222520934,Snacks,VEG CLUB SANDWICH (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,34,25,-1,-1,-1,-1,-1,-1
79,27/08/22,-0.974927912,-0.222520934,Dinner,"GREEN SALAD, SIRKA ONION",DHABA MURG (N&D&P),PANEER LABABDAR (D),DHABA DAL (V),PLAIN RICE,TAWA ROTI,ACHAR,-1,3,20,52,50,26,2,1,2,-1
80,28/08/22,-0.781831482,0.623489802,Breakfast,CORNFLAKES,SCRAMBLED EGG (E),KULCHA,MATAR(V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,53,12,12,0,6,0,0
81,28/08/22,-0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY (V),KHATTA MEETHA PETHA (V),CURD (D),PEAS PULAO,LUCCHI,"ACHAR, PAPAD",-1,1,15,36,13,27,11,14,1,-1
82,28/08/22,-0.781831482,0.623489802,Snacks,FRIES (V),LEMON WATER,-1,-1,-1,-1,-1,-1,2,35,39,-1,-1,-1,-1,-1,-1
83,28/08/22,-0.781831482,0.623489802,Dinner,THAI PAPAYA SALAD (P),SOYA CHILLI (V),VEG MANCHURIAN (V),GARLIC CHILLI  NOODLES,VEG FRIED RICE,-1,-1,STRAWBERRY ICE CREAM (D),3,36,54,51,36,12,-1,-1,17
84,29/08/22,0,1,Breakfast,CORNFLAKES,BOILED EGG (E &D),"UTTAPAM , SAMBHAR",COCONUT CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA,PINEAPPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,0,0,0,0,15,0,0
85,29/08/22,0,1,Lunch,"GREEN SALAD,MASALA LACCHA ONION",CHICKEN KALIMIRCH (N&P&D),KADHAI PANEER (D),BLACK MASOOR DAL,PLAIN RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,1,55,7,45,2,1,1,-1
86,29/08/22,0,1,Snacks,CHILLI GARLIC POPCORN (V),NIMBU PANI,-1,-1,-1,-1,-1,-1,2,2,2,-1,-1,-1,-1,-1,-1
87,29/08/22,0,1,Dinner,"GREEN SALAD , BEETROOT SEASME SALAD",MAC & CHEESE (D),LAUKI CHANA MASALA (V),ARHAR DAL TADKA,PLAIN RICE,"TAWA ROTI,GARLIC BREAD",ACHAR,RICE KHEER (D),3,3,3,52,46,2,2,2,18
88,30/08/22,0.781831482,0.623489802,Breakfast,MUESLI,EGG BHURJI (E),BANANA PANCAKE (D),"HONEY,CHOCOLATE SYRUP","BREAD, BUTTER (D), JAM","BANANA,PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,4,3,3,0,3,0,0
89,30/08/22,0.781831482,0.623489802,Lunch,"GREEN SALAD, LACCHA ONION SALAD",PINDI CHOLEY,KHATTA MEETHA PETHA (V),BOONDI RAITA (D),PLAIN RICE,MASALA POORI,"ACHAR, PAPAD",SOOJI HALWA,1,15,17,13,47,2,16,1,19
90,30/08/22,0.781831482,0.623489802,Snacks,CARROT CAKE (D),"TEA (D), COFFEE (D)",-1,-1,-1,-1,-1,-1,2,47,25,-1,-1,-1,-1,-1,-1
91,30/08/22,0.781831482,0.623489802,Dinner,"GREEN SALAD, MASALA LACCHA ONION",-1,MOONG DAL PALAK,MIX RAITA (D),SOYA BIRYANI,TAWA ROTI,ACHAR,-1,3,7,-1,53,5,3,1,2,-1
92,31/08/22,0.974927912,-0.222520934,Breakfast,CHOCOS,BOILED EGG (E),MOONG DAL CHILLA (D),MINT CHUTNEY (D),"BREAD, BUTTER (D), JAM","BANANA,APPLE","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,8,27,54,9,0,4,0,0
93,31/08/22,0.974927912,-0.222520934,Lunch,"GREEN SALAD, LACCHA ONION",BUTTER CHICKEN (N&P),PALAK PANEER (D),GREEN MOONG DAL,JEERA RICE,TAWA ROTI,"ACHAR, PAPAD",-1,1,9,9,1,48,1,1,1,-1
94,31/08/22,0.974927912,-0.222520934,Snacks,VEG PUFF (D),TANG,-1,-1,-1,-1,-1,-1,2,48,10,-1,-1,-1,-1,-1,-1
95,31/08/22,0.974927912,-0.222520934,Dinner,"GREEN SALAD,  KACHUMBER SALAD",KURKURI BHINDI (V),VEG KORMA (D),DHABA DAL,PLAIN RICE,TAWA ROTI,ACHAR,VANILA ICE CREAM (D),3,49,56,8,8,2,1,2,3
96,01/09/22,0.433883739,-0.900968868,Breakfast,CORNFLAKES,MASALA OMELLETE(E),VERMICILLI UPMA (V),TOMATO CHUTNEY (V),"BREAD, BUTTER (D), JAM","BANANA, SHARDA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,0,57,55,6,0,8,0,0
97,01/09/22,0.433883739,-0.900968868,Lunch,"GREEN SALAD, MEXICAN SALAD",FUSILLI PASTA IN PINK SAUCE (D),ALOO GOBHI MUTTER MASALA (V),KADI PAKODA (D),PLAIN RICE,"TAWA ROTI,","ACHAR ,PAPAD",KALA JAMUN (D),1,50,58,56,49,2,17,3,5
98,01/09/22,0.433883739,-0.900968868,Snacks,VEG NUGGETS,TEA (D)  COFFEE (D),-1,-1,-1,-1,-1,-1,2,13,59,-1,-1,-1,-1,-1,-1
99,01/09/22,0.433883739,-0.900968868,Dinner,"GREEN SALAD, ALOO  PEANUT CHAT(P)",DUM ALOO KASHMIRI (D),KADHAI VEGETABLE (V),DAL BHUKARA (D),PEAS PULAO,TAWA ROTI,ACHAR,-1,3,51,60,11,4,11,1,2,-1
100,02/09/22,-0.433883739,-0.900968868,Breakfast,MUESLI,FRIED EGG (E),KULCHA,MATAR (V),"BREAD, BUTTER (D), JAM","BANANA, PAPAYA","MILK- HOT & COLD (D), TEA (D), COFFEE (D)","PORRIDGE (D), BOURNVITA",0,4,16,12,50,0,6,0,0
101,02/09/22,-0.433883739,-0.900968868,Lunch,"GREEN SALAD, ALOO PEANUT CHAT (P)",HOME STYLE MACRONI (V),SOYA KEEMA MATAR,KALE CHANE,ONION RICE,TAWA ROTI,"ACHAR, PAPAD",COCONUT LADOO (D),1,52,37,57,51,4,1,1,6
